,Title,Published_date,Views,Month
3407,Noel Bairey Merz: The single biggest health threat women face,3/21/12,61555,Mar
3408,T. Boone Pickens: Let's transform energy -- with natural gas,3/19/12,97495,Mar
3409,Listening to shame | Brené Brown,3/16/12,6804223,Mar
3410,The $8 billion iPod | Rob Reid,3/15/12,948177,Mar
3411,"Jonathan Haidt: Religion, evolution, and the ecstasy of self-transcendence",3/14/12,330538,Mar
3412,A TED speaker's worst nightmare | Colin Robertson,3/9/12,955275,Mar
3413,Jennifer Pahlka: Coding a better government,3/8/12,95214,Mar
3414,James Hansen: Why I must speak out about climate change,3/7/12,334537,Mar
3415,Bryan Stevenson: We need to talk about an injustice | TED,3/5/12,1725482,Mar
3416,The power of introverts | Susan Cain,3/2/12,15662688,Mar
3417,Robots that fly ... and cooperate | Vijay Kumar,3/1/12,2165795,Mar
3418,Paul Gilding: The Earth is full,3/1/12,344285,Mar
3419,Abundance is our future | Peter Diamandis,3/1/12,485361,Mar
3420,Paul Snelgrove: A census of the ocean,2/28/12,39293,Feb
3421,Why videos go viral | Kevin Allocca,2/27/12,823085,Feb
3422,Tan Le: My immigration story,2/24/12,358688,Feb
3423,"Shlomo Benartzi: Saving for tomorrow, tomorrow",2/23/12,226787,Feb
3424,Shilo Shiv Suleman: Using tech to enable dreaming,2/22/12,52454,Feb
3425,Chris Bliss: Comedy is translation,2/21/12,60618,Feb
3426,Neil MacGregor: 2600 years of history in one object,2/20/12,201910,Feb
3427,Paul Conneally: Digital humanitarianism,2/17/12,45577,Feb
3428,How do you save a shark you know nothing about? | Simon Berrow,2/16/12,47807,Feb
3429,Lucien Engelen: Crowdsource your health,2/15/12,24389,Feb
3430,What you don't know about marriage | Jenna McCarthy,2/14/12,3666940,Feb
3431,Tyrone Hayes + Penelope Jagessar Chaffer: The toxic baby?,2/13/12,111379,Feb
3432,Impossible photography | Erik Johansson,2/10/12,1949203,Feb
3433,Jack Horner: Shape-shifting dinosaurs,2/9/12,1656959,Feb
3434,"Sheikha Al Mayassa: Globalizing the local, localizing the global",2/8/12,339472,Feb
3435,The moral dangers of non-lethal weapons | Stephen Coleman,2/7/12,51756,Feb
3436,Neil Burgess: How your brain tells you where you are,2/6/12,117087,Feb
3437,Danny Hillis: Back to the future (of 1994),2/3/12,80054,Feb
3438,Erica Frenkel: The universal anesthesia machine,2/2/12,58494,Feb
3439,The happy secret to better work | Shawn Achor,2/1/12,4001071,Feb
3440,Bill Doyle: Treating cancer with electric fields,1/31/12,181053,Jan
3441,Peter van Uhm: Why I chose a gun,1/30/12,3685758,Jan
3442,"Gayle Tzemach Lemmon: Women entrepreneurs, example not exception",1/27/12,80258,Jan
3443,"Ariel Garten: Know thyself, with a brain scanner",1/26/12,63651,Jan
3444,Brian Goldman: Doctors make mistakes. Can we talk about that?,1/25/12,367872,Jan
3445,Diana Nyad: Extreme swimming with the world's most dangerous jellyfish,1/24/12,103145,Jan
3446,Lisa Harouni: A primer on 3D printing,1/23/12,232228,Jan
3447,Sheena Iyengar: How to make choosing easier,1/19/12,525668,Jan
3448,Defend our freedom to share (or why SOPA is a bad idea) | Clay Shirky,1/18/12,508678,Jan
3449,Mikko Hypponen: Three types of online attack,1/18/12,98072,Jan
3450,Atheism 2.0 | Alain de Botton,1/17/12,1350010,Jan
3451,Sonaar Luthra: Meet the Water Canary,1/16/12,24096,Jan
3452,"Morley sings ""Women of Hope""",1/13/12,34886,Jan
3453,Drew Berry: Animations of unseeable biology,1/12/12,2447556,Jan
3454,Jonas Gahr Støre: In defense of dialogue,1/11/12,44634,Jan
3455,Award-winning teen-age science in action,1/10/12,82599,Jan
3456,"Sebastian Wernicke: 1000 TEDTalks, 6 words",1/6/12,47249,Jan
3457,Paddy Ashdown: The global power shift,1/5/12,137830,Jan
3458,Jane Fonda: Life's third act,1/4/12,245471,Jan
3459,How healthy living nearly killed me | A.J. Jacobs,1/3/12,720742,Jan
3460,Alberto Cairo: There are no scraps of men,12/23/11,111673,Dec
3461,Karen Tse: How to stop torture,12/22/11,42821,Dec
3462,Daniel Goldstein: The battle between your present and future self,12/21/11,298974,Dec
3463,Sheila Nirenberg: A prosthetic eye to treat blindness,12/20/11,99276,Dec
3464,The quest to understand consciousness | Antonio Damasio,12/19/11,550743,Dec
3465,Ramona Pierson: An unexpected place of healing,12/16/11,45587,Dec
3466,Homaro Cantu + Ben Roche: Cooking as alchemy,12/15/11,95228,Dec
3467,Pavan Sukhdev: Put a value on nature!,12/14/11,108961,Dec
3468,Quyen Nguyen: Color-coded surgery,12/13/11,102498,Dec
3469,Monika Bulaj: The hidden light of Afghanistan,12/12/11,33676,Dec
3470,Stefon Harris: There are no mistakes on the bandstand,12/9/11,156253,Dec
3471,Yoav Medan: Ultrasound surgery -- healing without cuts,12/8/11,141290,Dec
3472,Cheryl Hayashi: The magnificence of spider silk,12/7/11,154308,Dec
3473,Massive-scale online collaboration | Luis von Ahn,12/6/11,307505,Dec
3474,Kathryn Schulz: Don't regret regret,12/2/11,454601,Dec
3475,Charles Limb: Building the musical muscle,12/1/11,109283,Dec
3476,Annie Murphy Paul: What we learn before we're born,11/29/11,261442,Nov
3477,Damon Horowitz: Philosophy in prison,11/28/11,157738,Nov
3478,Chris Anderson: How YouTube is driving innovation,11/27/11,87708,Nov
3479,A garden in my apartment | Britta Riley,11/26/11,1052896,Nov
3480,The technology of storytelling | Joe Sabia,11/23/11,152732,Nov
3481,"Péter Fankhauser: Meet Rezero, the dancing ballbot",11/22/11,130378,Nov
3482,Phil Plait: How to defend Earth from asteroids,11/21/11,146892,Nov
3483,Robin Ince: Science versus wonder?,11/18/11,81793,Nov
3484,Cynthia Kenyon: Experiments that hint of longer lives,11/17/11,93563,Nov
3485,Fly with the Jetman | Yves Rossy,11/15/11,7280336,Nov
3486,Conception to birth -- visualized | Alexander Tsiaras,11/14/11,3527402,Nov
3487,The shared experience of absurdity | Charlie Todd,11/11/11,539423,Nov
3488,Allan Jones: A map of the brain,11/10/11,159622,Nov
3489,Ben Kacyra: Ancient wonders captured in 3D,11/9/11,64482,Nov
3490,Aparna Rao: High-tech art (with a sense of humor),11/8/11,70723,Nov
3491,Martin Hanczyc: The line between life and not-life,11/7/11,143939,Nov
3492,Marco Tempest: The augmented reality of techno-magic,11/4/11,379356,Nov
3493,Daniel Wolpert: The real reason for brains,11/3/11,325014,Nov
3494,Anna Mracek Dietrich: A plane you can drive,11/2/11,58952,Nov
3495,"Paul Zak: Trust, morality - and oxytocin",11/1/11,332367,Nov
3496,"Hasan Elahi: FBI, here I am!",10/31/11,103237,Oct
3497,Béatrice Coron: Stories cut from paper,10/28/11,68491,Oct
3498,Jay Bradner: Open-source cancer research,10/27/11,57189,Oct
3499,Malcolm Gladwell: The strange tale of the Norden bombsight,10/26/11,1661121,Oct
3500,How economic inequality harms societies | Richard Wilkinson,10/24/11,1077024,Oct
3501,Nathalie Miebach: Art made of storms,10/21/11,61503,Oct
3502,"Todd Kuiken: A prosthetic arm that ""feels""",10/20/11,171573,Oct
3503,Guy-Philippe Goldstein: How cyberattacks threaten real-world peace,10/19/11,40306,Oct
3504,Justin Hall-Tipping: Freeing energy from the grid,10/18/11,170233,Oct
3505,Bunker Roy: Learning from a barefoot movement,10/17/11,511053,Oct
3506,Jae Rhim Lee: My mushroom burial suit,10/14/11,253522,Oct
3507,How to spot a liar | Pamela Meyer,10/13/11,23001278,Oct
3508,Ian Ritchie: The day I turned down Tim Berners-Lee,10/12/11,45409,Oct
3509,Richard Seymour: How beauty feels,10/12/11,133347,Oct
3510,Alison Gopnik: What do babies think?,10/10/11,361133,Oct
3511,Charles Hazlewood: Trusting the ensemble,10/7/11,38071,Oct
3512,Mike Biddle: We can recycle plastic,10/6/11,121096,Oct
3513,"Less stuff, more happiness | Graham Hill",10/5/11,970499,Oct
3514,Finding life we can't imagine | Christoph Adami,10/4/11,43557,Oct
3515,Yang Lan: The generation that's remaking China,10/3/11,253757,Oct
3516,Danielle de Niese: A flirtatious aria,9/30/11,60434,Sep
3517,Ben Goldacre: Battling Bad Science,9/30/11,747153,Sep
3518,Jarreth Merz: Filming democracy in Ghana,9/28/11,26736,Sep
3519,Geoff Mulgan: A short intro to the Studio School,9/27/11,52786,Sep
3520,"Sunni Brown: Doodlers, unite!",9/27/11,231768,Sep
3521,Abraham Verghese: A doctor's touch,9/26/11,411204,Sep
3522,Elizabeth Murchison: Fighting a contagious cancer,9/22/11,48051,Sep
3523,Amy Lockwood: Selling condoms in the Congo,9/21/11,57274,Sep
3524,What we learned from 5 million books,9/20/11,233822,Sep
3525,Niall Ferguson: The 6 killer apps of prosperity,9/19/11,335287,Sep
3526,Lauren Zalaznick: The conscience of television,9/16/11,95548,Sep
3527,Richard Resnick: Welcome to the genomic revolution,9/15/11,222467,Sep
3528,Kate Hartman: The art of wearable communication,9/15/11,44577,Sep
3529,Misha Glenny: Hire the hackers!,9/13/11,109306,Sep
3530,Yasheng Huang: Does democracy stifle economic growth?,9/12/11,73844,Sep
3531,Shake up your story | Raghava KK,9/9/11,69521,Sep
3532,Lee Cronin: Making matter come alive,9/9/11,71360,Sep
3533,Sarah Kaminsky: My father the forger,9/7/11,49208,Sep
3534,Edward Tenner: Unintended consequences,9/6/11,43411,Sep
3535,Joan Halifax: Compassion and the true meaning of empathy,9/2/11,276351,Sep
3536,Skylar Tibbits: Can we make things that make themselves?,9/1/11,75242,Sep
3537,Julia Bacha: Pay attention to nonviolence,9/1/11,51955,Sep
3538,Svante Pääbo: DNA clues to our inner neanderthal,8/30/11,138344,Aug
3539,Beware conflicts of interest | Dan Ariely,8/29/11,135161,Aug
3540,The magic of truth and lies (and iPods) | Marco Tempest,8/12/11,989538,Aug
3541,Finding planets around other stars | Lucianne Walkowicz,8/11/11,52195,Aug
3542,Jeremy Gilley: One day of peace,8/10/11,147725,Aug
3543,Dyan deNapoli: The great penguin rescue,8/9/11,29700,Aug
3544,Alex Steffen: The shareable future of cities,8/8/11,60584,Aug
3545,"Eve Ensler: Suddenly, my body",8/5/11,113521,Aug
3546,The demise of guys? | Philip Zimbardo,8/5/11,530165,Aug
3547,Jessica Green: Are we filtering the wrong microbes?,8/4/11,43758,Aug
3548,Mark Pagel: How language transformed humanity,8/3/11,249033,Aug
3549,Wireless data from every light bulb | Harald Haas,8/2/11,798167,Aug
3550,Adam Ostrow: After your final status update,8/1/11,62016,Aug
3551,5 ways to listen better | Julian Treasure,7/29/11,4348996,Jul
3552,Josette Sheeran: Ending hunger now,7/28/11,99882,Jul
3553,Paul Bloom: The origins of pleasure,7/27/11,191318,Jul
3554,Geoffrey West: The surprising math of cities and corporations,7/26/11,161682,Jul
3555,Rory Stewart: Time to end the war in Afghanistan,7/25/11,131186,Jul
3556,A robot that flies like a bird | Markus Fischer,7/23/11,3532884,Jul
3557,How algorithms shape our world | Kevin Slavin,7/21/11,482043,Jul
3558,"Embracing otherness, embracing myself | Thandiwe Newton",7/20/11,441965,Jul
3559,"Mikko Hypponen: Fighting viruses, defending the net",7/20/11,263355,Jul
3560,Nadia Al-Sakkaf: See Yemen through my eyes,7/18/11,87100,Jul
3561,"Tim Harford: Trial, error and the God complex",7/15/11,331412,Jul
3562,Maajid Nawaz: A global culture to fight extremism,7/14/11,105100,Jul
3563,Rebecca MacKinnon: Let's take back the Internet!,7/14/11,52450,Jul
3564,Nina Tandon: Caring for engineered tissue,7/9/11,37088,Jul
3565,Simon Lewis: Don't take consciousness for granted,7/7/11,63870,Jul
3566,Jonathan Drori: The beautiful tricks of flowers,7/6/11,74398,Jul
3567,Nathan Myhrvold: Cut your food in half,7/5/11,201853,Jul
3568,Try something new for 30 days | Matt Cutts,7/1/11,1241150,Jul
3569,Robert Hammond: Building a park in the sky,7/1/11,82814,Jul
3570,Dave deBronkart: Meet e-Patient Dave,7/1/11,52290,Jul
3571,Rajesh Rao: Computing a Rosetta Stone for the Indus script,6/28/11,1186286,Jun
3572,A civil response to violence (with English subtitles) | Emiliano Salinas,6/24/11,72698,Jun
3573,Joshua Walters: On being just crazy enough,6/24/11,196388,Jun
3574,Honor Harger: A history of the universe in sound,6/23/11,40318,Jun
3575,Jok Church: A circle of caring,6/22/11,32099,Jun
3576,Different ways of knowing | Daniel Tammet,6/22/11,979954,Jun
3577,Bill Ford: A future beyond traffic gridlock,6/20/11,61491,Jun
3578,Onyx Ashanti: This is beatjazz,6/17/11,87139,Jun
3579,Maya Beiser(s) and her cello(s),6/17/11,28398,Jun
3580,Camille Seaman: Haunting photos of polar ice,6/16/11,67492,Jun
3581,"Steve Keil: A manifesto for play, for Bulgaria and beyond",6/15/11,52586,Jun
3582,Shea Hembrey: How I became 100 artists,6/14/11,124399,Jun
3583,Daniel Kraft: Medicine's future? There's an app for that,6/13/11,60713,Jun
3584,JD Schramm: Break the silence for suicide survivors,6/11/11,213017,Jun
3585,Alice Dreger: Is anatomy destiny?,6/10/11,121099,Jun
3586,Paul Romer: The world's first charter city?,6/9/11,47346,Jun
3587,Janet Echelman: Taking imagination seriously,6/8/11,176971,Jun
3588,Building a dinosaur from a chicken | Jack Horner,6/7/11,1223943,Jun
3589,"Damon Horowitz calls for a ""moral operating system""",6/6/11,87633,Jun
3590,Jessi Arrington: Wearing nothing new,6/3/11,158834,Jun
3591,Aaron O'Connell: Making sense of a visible quantum object,6/3/11,137824,Jun
3592,Stefan Sagmeister: 7 rules for making more happiness,6/3/11,176140,Jun
3593,Dennis Hong: Making a car for blind drivers,6/3/11,107885,Jun
3594,"Robert Gupta and Joshua Roman duet on ""Passacaglia""",5/27/11,133623,May
3595,Mustafa Akyol: Faith versus tradition in Islam,5/26/11,117319,May
3596,Shirin Neshat: Art in exile,5/25/11,108294,May
3597,Bruce Aylward: How we'll stop polio for good,5/24/11,43586,May
3598,Aaron Koblin: Artfully visualizing our humanity,5/23/11,143518,May
3599,How to tie your shoes | Terry Moore,5/20/11,2415601,May
3600,Edith Widder: The weird and wonderful world of bioluminescence,5/19/11,143325,May
3601,Elliot Krane: The mystery of chronic pain,5/19/11,231793,May
3602,Ed Boyden: A light switch for neurons,5/17/11,141063,May
3603,Thomas Heatherwick: Building the Seed Cathedral,5/17/11,229222,May
3604,Leonard Susskind: My friend Richard Feynman,5/16/11,869872,May
3605,Amit Sood: Building a museum of museums on the web,5/16/11,37282,May
3606,Tales of ice-bound wonderlands | Paul Nicklen,5/11/11,275270,May
3607,The hidden power of smiling | Ron Gutman,5/11/11,1402711,May
3608,"Fiorenzo Omenetto: Silk, the ancient material of the future",5/11/11,40704,May
3609,The hidden beauty of pollination | Louie Schwartzberg,5/9/11,512241,May
3610,Sean Carroll: Distant time and the hint of a multiverse,5/6/11,208343,May
3611,Suzanne Lee: Grow your own clothes,5/6/11,258267,May
3612,Carlo Ratti: Architecture that senses and responds,5/3/11,101997,May
3613,"9/11 healing: The mothers who found forgiveness, friendship",5/2/11,86967,May
3614,"Beware online ""filter bubbles"" | Eli Pariser",5/2/11,1505046,May
3615,Turning trash into toys for learning | Arvind Gupta,5/2/11,493662,May
3616,Mike Matas: A next-generation digital book,4/28/11,241389,Apr
3617,Bruce Schneier: The security mirage,4/27/11,75495,Apr
3618,Angela Belcher: Using nature to grow batteries,4/27/11,60159,Apr
3619,John Hunter: Teaching with the World Peace Game,4/26/11,302169,Apr
3620,Anil Ananthaswamy: What it takes to do extreme astrophysics,4/26/11,33537,Apr
3621,Harvey Fineberg: Are we ready for neo-evolution?,4/26/11,74488,Apr
3622,On being wrong | Kathryn Schulz,4/26/11,677379,Apr
3623,"Jackson Browne: ""If I Could Be Anywhere""",4/26/11,31216,Apr
3624,3 things I learned while my plane crashed | Ric Elias,4/26/11,1483022,Apr
3625,Sam Richards: A radical experiment in empathy,4/19/11,161816,Apr
3626,"Susan Lim: Transplant cells, not organs",4/19/11,71248,Apr
3627,Marcin Jakubowski: Open-sourced blueprints for civilization,4/19/11,186627,Apr
3628,Roger Ebert: Remaking my voice,4/14/11,185087,Apr
3629,Dave Meslin: The antidote to apathy,4/14/11,102424,Apr
3630,The history of our world in 18 minutes | David Christian,4/11/11,7925771,Apr
3631,Caroline Casey: Looking past limits,4/8/11,448337,Apr
3632,Mick Ebeling: The invention that unlocked a locked-in artist,4/7/11,79083,Apr
3633,"Stanley McChrystal: Listen, learn ... then lead",4/6/11,636631,Apr
3634,Chade-Meng Tan: Everyday compassion at Google,4/6/11,102318,Apr
3635,Morgan Spurlock: The greatest TED Talk ever sold,4/6/11,777529,Apr
3636,Ai Weiwei detained. Here is his TED film,4/4/11,283608,Apr
3637,AnnMarie Thomas: Hands-on science with squishy circuits,4/4/11,117830,Apr
3638,"A virtual choir 2,000 voices strong | Eric Whitacre",4/4/11,1918337,Apr
3639,Google's driverless car | Sebastian Thrun,3/31/11,666747,Mar
3640,Patricia Ryan: Don't insist on English!,3/31/11,104732,Mar
3641,The genius puppetry behind War Horse | Handspring Puppet Company,3/30/11,922322,Mar
3642,"Ralph Langner: Cracking Stuxnet, a 21st-century cyber weapon",3/29/11,299709,Mar
3643,Claron McFadden: Singing the primal mystery,3/28/11,45133,Mar
3644,Eythor Bender demos human exoskeletons,3/24/11,175436,Mar
3645,Paul Root Wolpe: It's time to question bio-engineering,3/24/11,93281,Mar
3646,"Isabel Behncke: Evolution's gift of play, from bonobo apes to humans",3/22/11,81439,Mar
3647,The magic washing machine | Hans Rosling,3/21/11,687545,Mar
3648,If I should have a daughter ... | Sarah Kay,3/21/11,6298314,Mar
3649,Rogier van der Heide: Why light needs darkness,3/21/11,50358,Mar
3650,Mark Bezos: A life lesson from a volunteer firefighter,3/16/11,1278091,Mar
3651,Danny Hillis: Understanding cancer through proteomics,3/16/11,55705,Mar
3652,"The Ahn Trio: A modern take on piano, violin, cello",3/16/11,126191,Mar
3653,The sound the universe makes | Janna Levin,3/15/11,190473,Mar
3654,David Brooks: The social animal,3/14/11,197643,Mar
3655,Rob Harmon: How the market can keep streams flowing,3/14/11,22234,Mar
3656,Deb Roy: The birth of a word,3/14/11,388704,Mar
3657,Let's use video to reinvent education | Salman Khan,3/9/11,1302613,Mar
3658,Printing a human kidney | Anthony Atala,3/8/11,547677,Mar
3659,Courtney Martin: Reinventing feminism,3/8/11,123579,Mar
3660,How state budgets are breaking US schools | Bill Gates,3/5/11,168578,Mar
3661,Wael Ghonim: Inside the Egyptian revolution,3/5/11,129341,Mar
3662,Use art to turn the world inside out | JR,3/5/11,752113,Mar
3663,Wadah Khanfar: A historic moment in the Arab world,3/5/11,28906,Mar
3664,Elizabeth Lindsey: Curating humanity's heritage,2/23/11,51503,Feb
3665,Iain Hutchison: Saving faces,2/23/11,29049,Feb
3666,Noreena Hertz: How to use experts -- and when not to,2/21/11,62945,Feb
3667,Madeleine Albright: On being a woman and a diplomat,2/18/11,114591,Feb
3668,"Lisa Gansky: The future of business is the ""mesh""",2/18/11,37110,Feb
3669,Jacqueline Novogratz: Inspiring a life of immersion,2/18/11,46485,Feb
3670,The linguistic genius of babies | Patricia Kuhl,2/18/11,794204,Feb
3671,Krista Tippett: Reconnecting with compassion,2/15/11,58451,Feb
3672,World champion whistler | Geert Chatrou,2/15/11,2128870,Feb
3673,Michael Pawlyn: Using nature's genius in architecture,2/10/11,388640,Feb
3674,Mother and daughter doctor-heroes: Hawa Abdi + Deqo Mohamed,2/9/11,96817,Feb
3675,The Rise of Personal Robots | Cynthia Breazeal | TED Talks,2/8/11,154904,Feb
3676,How to make work-life balance work | Nigel Marsh,2/7/11,839352,Feb
3677,Are we born to run? | Christopher McDougall,2/4/11,1940407,Feb
3678,"Suheir Hammad: Poems of war, peace, women, power",2/4/11,89843,Feb
3679,Johanna Blakley: Social media and the end of gender,2/2/11,105876,Feb
3680,Dale Dougherty: We are makers,2/2/11,80482,Feb
3681,Reviving New York's rivers -- with oysters! | Kate Orff,1/31/11,29228,Jan
3682,Bruce Feiler: The council of dads,1/28/11,31512,Jan
3683,Liza Donnelly: Drawing upon humor for change,1/27/11,94014,Jan
3684,Thomas Goetz: It's time to redesign medical data,1/27/11,56396,Jan
3685,Understanding the rise of China | Martin Jacques,1/24/11,2368190,Jan
3686,Anders Ynnerman: Visualizing the medical data explosion,1/21/11,41872,Jan
3687,Heather Knight: Silicon-based comedy,1/21/11,94701,Jan
3688,The economic injustice of plastic | Van Jones,1/21/11,55361,Jan
3689,"Charity Tillemann-Dick: After a lung transplant, an aria",1/18/11,91873,Jan
3690,Naomi Klein: Addicted to risk,1/18/11,87243,Jan
3691,Ali Carr-Chellman: Gaming to re-engage boys in learning,1/14/11,84447,Jan
3692,"Take ""the Other"" to lunch | Elizabeth Lesser",1/14/11,210001,Jan
3693,Thomas Thwaites: How I built a toaster -- from scratch,1/14/11,225074,Jan
3694,Amber Case: We are all cyborgs now,1/11/11,176488,Jan
3695,Jody Williams: A realistic vision for world peace,1/11/11,132637,Jan
3696,Neil Pasricha: The 3 A's of awesome,1/11/11,303391,Jan
3697,"Deborah Rhodes: A tool that finds 3x more breast tumors, and why it's not available to you",1/6/11,61496,Jan
3698,Charles Limb: Your brain on improv,1/5/11,73669,Jan
3699,"Lesley Hazleton: A ""tourist"" reads the Koran",1/5/11,522694,Jan
3700,The power of vulnerability | Brené Brown,1/3/11,20263923,Jan
3701,How to succeed? Get more sleep | Arianna Huffington,1/3/11,716624,Jan
3702,Barry Schwartz: Using our practical wisdom,1/3/11,88511,Jan
3703,Majora Carter: 3 stories of local eco-entrepreneurship,1/3/11,37430,Jan
3704,Why we have too few women leaders | Sheryl Sandberg,12/21/10,3722202,Dec
3705,Beverly + Dereck Joubert: Life lessons from big cats,12/20/10,75309,Dec
3706,Rachel Botsman: The case for collaborative consumption,12/17/10,214756,Dec
3707,Rufus Griscom and Alisa Volkman: It's time to explode 4 taboos of parenting,12/16/10,154487,Dec
3708,Diana Laufenberg: How to learn? From mistakes,12/15/10,300189,Dec
3709,Hanna Rosin: New data on the rise of women,12/15/10,89383,Dec
3710,Kiran Bedi: How I remade one of India's toughest prisons,12/13/10,822544,Dec
3711,A call to men | Tony Porter,12/10/10,787788,Dec
3712,Halla Tomasdottir: A feminine response to Iceland's financial crash,12/10/10,34588,Dec
3713,Arthur Potts Dawson: A vision for sustainable restaurants,12/3/10,83813,Dec
3714,Bart Weetjens: How I taught rats to sniff out land mines,12/2/10,91115,Dec
3715,"The walk from ""no"" to ""yes"" | William Ury",12/1/10,683798,Dec
3716,Marcel Dicke: Why not eat insects?,12/1/10,179969,Dec
3717,Birke Baehr: What's wrong with our food system,11/30/10,40708,Nov
3718,Dan Phillips: Creative houses from reclaimed stuff,11/29/10,238048,Nov
3719,Why work doesn't happen at work | Jason Fried,11/24/10,1089861,Nov
3720,"Zainab Salbi: Women, wartime and the dream of peace",11/24/10,63692,Nov
3721,Kim Gorgens: Protecting the brain against concussion,11/22/10,36837,Nov
3722,Kristina Gjerde: Making law on the high seas,11/22/10,17812,Nov
3723,John Hardy: My green school dream,11/22/10,104110,Nov
3724,Shimon Schocken's rides of hope,11/17/10,35464,Nov
3725,A Darwinian theory of beauty | Denis Dutton,11/16/10,637088,Nov
3726,Conrad Wolfram: Teaching kids real math with computers,11/15/10,347831,Nov
3727,Eric Berlow: Simplifying complexity,11/12/10,154073,Nov
3728,Auret van Heerden: Making global labor fair,11/11/10,135610,Nov
3729,Aaron Huey: America's native prisoners of war,11/10/10,214934,Nov
3730,Stefan Wolff: The path to ending ethnic conflicts,11/10/10,35321,Nov
3731,Emily Pilloton: Teaching design for change,11/10/10,82723,Nov
3732,Andrew Bird's one-man orchestra of the imagination,11/5/10,451195,Nov
3733,Gero Miesenboeck reengineers a brain,11/5/10,51495,Nov
3734,Greg Stone: Saving the ocean one island at a time,11/3/10,64164,Nov
3735,David Bismark: E-voting without fraud,11/2/10,68854,Nov
3736,Tom Chatfield: 7 ways video games engage the brain,11/1/10,201179,Nov
3737,Miwa Matrayek's glorious visions,11/1/10,97394,Nov
3738,Shimon Steinberg: Natural pest control ... using bugs!,10/28/10,42998,Oct
3739,Barton Seaver: Sustainable seafood? Let's get smart,10/27/10,25386,Oct
3740,R.A. Mashelkar: Breakthrough designs for ultra-low-cost products,10/27/10,44747,Oct
3741,Joseph Nye on global power shifts,10/27/10,256549,Oct
3742,"""(Nothing But) Flowers"" | David Byrne",10/22/10,160633,Oct
3743,Patrick Chappatte: The power of cartoons,10/21/10,63496,Oct
3744,Dianna Cohen: Tough truths about plastic pollution,10/20/10,104400,Oct
3745,Heribert Watzke: The brain in your gut,10/19/10,227489,Oct
3746,"Jessica Jackley: Poverty, money -- and love",10/18/10,159355,Oct
3747,Ze Frank's web playroom,10/15/10,522568,Oct
3748,Natalie Jeremijenko: Let's teach fish to text! and other outlandish ideas,10/14/10,28339,Oct
3749,Peter Haas: Haiti's disaster of engineering,10/14/10,23309,Oct
3750,Melinda French Gates: What nonprofits can learn from Coca-Cola,10/12/10,312798,Oct
3751,Stefano Mancuso: The roots of plant intelligence,10/12/10,97793,Oct
3752,Stacey Kramer: The best gift I ever survived,10/8/10,214808,Oct
3753,Hans Rosling: The good news of the decade?,10/7/10,166863,Oct
3754,Barbara Block: Tagging tuna in the deep ocean,10/6/10,24413,Oct
3755,Tim Jackson: An economic reality check,10/5/10,216775,Oct
3756,Eben Bayer: Are mushrooms the new plastic?,10/4/10,165434,Oct
3757,Mechai Viravaidya: How Mr. Condom made Thailand a better place,9/30/10,87129,Sep
3758,Inge Missmahl brings peace to the minds of Afghanistan,9/29/10,23462,Sep
3759,Sebastian Seung: I am my connectome,9/28/10,231204,Sep
3760,Gary Wolf: The quantified self,9/27/10,67383,Sep
3761,Julian Treasure: Shh! Sound health in 8 steps,9/24/10,126150,Sep
3762,Mitchell Besser: Mothers helping mothers fight HIV,9/23/10,17902,Sep
3763,Fabian Hemmert: The shape-shifting future of the mobile phone,9/23/10,58003,Sep
3764,Annie Lennox: Why I am an HIV/AIDS activist,9/23/10,37355,Sep
3765,Where good ideas come from | Steven Johnson,9/21/10,1614934,Sep
3766,Christien Meindertsma: How pig parts make the world turn,9/20/10,173221,Sep
3767,Caroline Phillips: Hurdy-gurdy for beginners,9/17/10,289598,Sep
3768,Nicholas Christakis: How social networks predict epidemics,9/16/10,91549,Sep
3769,Our natural sleep cycle | Jessa Gamble,9/15/10,588814,Sep
3770,Chris Anderson: How YouTube is driving innovation,9/14/10,235892,Sep
3771,Rob Dunbar: The threat of ocean acidification,9/13/10,102510,Sep
3772,Ben Cameron: The true power of the performing arts,9/10/10,75453,Sep
3773,Carne Ross: An independent diplomat,9/9/10,36074,Sep
3774,Alwar Balasubramaniam: Art of substance and absence,9/8/10,26583,Sep
3775,New experiments in self-teaching | Sugata Mitra,9/7/10,965353,Sep
3776,Rachel Sussman: The world's oldest living things,9/3/10,144281,Sep
3777,Keep your goals to yourself | Derek Sivers,9/2/10,1782024,Sep
3778,His Holiness the Karmapa: The technology of the heart,9/1/10,188438,Sep
3779,Let the environment guide our development | Johan Rockstrom,8/31/10,392334,Aug
3780,Nic Marks: The Happy Planet Index,8/30/10,250114,Aug
3781,Dan Cobley: What physics taught me about marketing,8/27/10,184418,Aug
3782,Lisa Margonelli: The political chemistry of oil,8/26/10,18894,Aug
3783,Jim Toomey: Learning from Sherman the shark,8/25/10,33657,Aug
3784,Lee Hotz: Inside an Antarctic time machine,8/24/10,27945,Aug
3785,The beauty of data visualization | David McCandless,8/23/10,376985,Aug
3786,Seth Priebatsch: Building the game layer on top of the world,8/20/10,103584,Aug
3787,Did you hear the one about the Iranian-American? | Maz Jobrani,8/19/10,4377491,Aug
3788,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,8/19/10,461777,Aug
3789,"Peter Molyneux demos Milo, the virtual boy",8/18/10,158708,Aug
